SalePrice,House.Style,Overall.Qual,Overall.Cond,Year.Built,Foundation,Bedroom.AbvGr,Yr.Sold,Sale.Condition,
174000,1Story,7,6,1970,PConc,3,2008,Normal,
183000,SLvl,6,6,1969,CBlock,4,2008,Normal,
150000,1Story,6,5,1968,CBlock,4,2008,Family,
145000,1Story,6,7,1971,CBlock,3,2008,Abnorml,
215000,1Story,7,7,1967,CBlock,4,2008,Normal,
240000,2Story,6,7,1974,CBlock,4,2008,Normal,
141000,2Story,5,6,1968,CBlock,4,2008,Normal,
147000,1Story,5,8,1965,CBlock,2,2008,Normal,
135000,1Story,5,7,1965,CBlock,3,2008,Normal,
145000,1Story,5,5,1965,CBlock,6,2008,Normal,
142600,1Story,5,5,1965,CBlock,6,2008,Normal,
135000,1Story,5,5,1973,CBlock,4,2008,Normal,
170000,2Story,7,6,1971,CBlock,4,2008,Normal,
178400,SFoyer,7,9,1961,CBlock,3,2008,Normal,
176000,2Story,7,5,1968,CBlock,4,2008,Normal,
98000,1Story,5,5,1956,Slab,2,2008,Normal,
135750,1Story,4,7,1956,CBlock,2,2008,Normal,
155000,1Story,5,6,1963,CBlock,3,2008,Normal,
180500,1Story,6,5,1964,CBlock,3,2008,Normal,
140000,1Story,6,6,1965,CBlock,3,2008,Normal,
145000,1Story,6,7,1964,CBlock,3,2008,Normal,
179900,SLvl,5,8,1965,PConc,3,2008,Normal,
168500,SLvl,6,5,1964,CBlock,3,2008,Normal,
145500,1Story,5,7,1959,CBlock,3,2008,Normal,
142000,1Story,6,6,1959,CBlock,3,2008,Normal,
141000,1Story,4,5,1960,PConc,3,2008,Normal,
153000,1Story,5,7,1960,CBlock,3,2008,Normal,
72500,1Story,3,6,1949,CBlock,2,2008,Normal,
52000,1Story,3,6,1935,CBlock,2,2008,Normal,
118000,1.5Unf,5,6,1939,BrkTil,2,2008,Normal,
87000,2Story,4,7,1937,PConc,2,2008,Normal,
141500,1Story,5,8,1950,CBlock,3,2008,Normal,
165500,SLvl,6,6,1955,CBlock,3,2008,Normal,
112900,1Story,5,5,1953,CBlock,3,2008,Normal,
201800,2Story,7,6,1965,CBlock,4,2008,Normal,
139950,1Story,5,6,1961,CBlock,3,2008,Normal,
174000,1Story,6,9,1962,CBlock,3,2008,Abnorml,
165000,SLvl,6,5,1962,CBlock,3,2008,Normal,
227000,2Story,6,7,1966,CBlock,4,2008,Normal,
135000,1Story,5,7,1955,CBlock,3,2008,Normal,
140000,1Story,5,7,1962,CBlock,3,2008,Normal,
185000,1Story,5,7,1959,CBlock,2,2008,Normal,
163000,1Story,6,6,1958,CBlock,3,2008,Normal,
166800,1Story,6,6,1958,CBlock,3,2008,Normal,
139000,1Story,6,5,1956,CBlock,2,2008,Normal,
136000,1Story,6,7,1958,CBlock,3,2008,Normal,
133000,1Story,5,5,1956,CBlock,3,2008,Normal,
116000,1Story,5,6,1952,CBlock,2,2008,Normal,
137500,1Story,5,6,1953,CBlock,3,2008,Normal,
130000,1Story,5,5,1953,PConc,2,2008,Normal,
180000,1Story,6,5,1957,CBlock,3,2008,Normal,
139000,1Story,5,7,1951,CBlock,2,2008,Abnorml,
110000,1Story,5,5,1953,CBlock,2,2008,Abnorml,
100000,1Story,5,3,1957,BrkTil,4,2008,Normal,
118500,1.5Fin,5,5,1947,CBlock,2,2008,Abnorml,
146000,1Story,5,5,1957,CBlock,5,2008,Normal,
89900,1Story,4,6,1948,Slab,1,2008,Normal,
86900,1Story,4,7,1940,PConc,2,2008,Normal,
139000,1.5Fin,5,5,1922,BrkTil,3,2008,Normal,
186000,1Story,7,7,1958,CBlock,3,2008,Normal,
157000,1Story,6,5,1960,CBlock,2,2008,Normal,
148000,1Story,6,6,1960,CBlock,3,2008,Normal,
242000,1Story,7,7,1960,CBlock,4,2008,Normal,
94000,1Story,5,7,1951,CBlock,2,2008,Abnorml,
98300,1Story,5,5,1950,CBlock,3,2008,Normal,
159000,1Story,5,6,1959,PConc,3,2008,Normal,
125900,1Story,5,5,1962,CBlock,3,2008,Normal,
155000,1Story,5,6,1960,CBlock,3,2008,Normal,
138000,1.5Fin,6,6,1948,CBlock,3,2008,Normal,
112500,1.5Unf,6,7,1954,CBlock,2,2008,Normal,
105500,1.5Unf,6,6,1954,CBlock,2,2008,Normal,
127500,1.5Fin,6,5,1954,CBlock,4,2008,Normal,
130000,1Story,5,5,1961,CBlock,6,2008,Abnorml,
150000,1.5Fin,5,6,1955,CBlock,3,2008,Normal,
109500,1Story,5,7,1954,CBlock,2,2008,Normal,
167900,2Story,6,6,1964,CBlock,4,2008,Normal,
136870,1Story,5,5,1963,CBlock,3,2008,Normal,
143000,1Story,6,5,2008,PConc,3,2008,Abnorml,
73000,1Story,5,5,1925,BrkTil,2,2008,Normal,
157500,2Story,5,8,1904,PConc,3,2008,Normal,
122600,1.5Fin,5,7,1948,BrkTil,3,2008,Normal,
111000,2Story,5,5,1910,BrkTil,2,2008,Normal,
256000,1.5Fin,6,7,1920,BrkTil,5,2008,Normal,
64000,1Story,5,4,1940,CBlock,2,2008,Normal,
139500,2.5Unf,6,7,1915,BrkTil,4,2008,Normal,
118000,1.5Fin,4,6,1910,Stone,3,2008,Normal,
200000,1.5Fin,7,5,2003,PConc,3,2008,Normal,
119164,1.5Fin,4,6,1940,BrkTil,2,2008,Normal,
155000,1.5Fin,6,6,1940,CBlock,3,2008,Normal,
78000,1Story,5,6,1910,BrkTil,2,2008,Normal,
115000,1Story,5,5,1948,CBlock,2,2008,Partial,
147000,1Story,5,7,1948,CBlock,2,2008,Normal,
140000,1.5Fin,5,6,1946,CBlock,3,2008,Normal,
46500,1Story,2,5,1946,BrkTil,1,2008,Abnorml,
112500,1Story,5,6,1957,CBlock,3,2008,Normal,
107900,1Story,4,7,1954,CBlock,2,2008,Normal,
65000,1Story,3,1,1949,BrkTil,5,2008,Abnorml,
295000,2.5Fin,7,9,1880,BrkTil,3,2008,Normal,
139500,2Story,5,5,1900,BrkTil,4,2008,Normal,
153900,1.5Fin,5,8,1915,BrkTil,4,2008,Normal,
132000,2Story,7,8,1920,BrkTil,3,2008,Normal,
98000,2Story,5,5,1916,BrkTil,4,2008,Abnorml,
114000,1.5Fin,5,7,1900,CBlock,2,2008,Normal,
130000,2Story,5,5,1920,BrkTil,4,2008,Normal,
129500,2.5Unf,6,5,1917,BrkTil,3,2008,Normal,
129400,2Story,5,9,1905,BrkTil,3,2008,Normal,
122000,2Story,8,5,1872,BrkTil,4,2008,Normal,
116900,1.5Fin,7,7,1926,PConc,2,2008,Normal,
325000,2.5Unf,10,9,1893,BrkTil,3,2008,Normal,
184000,2Story,7,7,1890,BrkTil,5,2008,Normal,
110000,1Story,5,6,1959,CBlock,2,2008,Normal,
131500,1.5Fin,5,5,1954,BrkTil,4,2008,Normal,
97000,1Story,5,5,1956,PConc,2,2008,Normal,
115500,1Story,4,6,1958,CBlock,2,2008,Normal,
138000,1Story,5,7,1928,BrkTil,2,2008,Normal,
79500,1Story,5,6,1930,BrkTil,2,2008,Normal,
109500,1.5Unf,5,6,1924,BrkTil,2,2008,Normal,
124000,1.5Fin,5,7,1941,CBlock,3,2008,Normal,
106900,2Story,6,9,1900,BrkTil,3,2008,Normal,
119000,1Story,5,7,1924,BrkTil,2,2008,Normal,
120000,1.5Fin,6,7,1929,BrkTil,3,2008,Normal,
157000,1.5Fin,6,7,1937,BrkTil,3,2008,Normal,
105000,1.5Fin,6,5,1939,CBlock,2,2008,Normal,
115000,1.5Fin,5,7,1920,BrkTil,3,2008,Normal,
79000,1Story,4,7,1946,PConc,2,2008,Abnorml,
123000,1.5Fin,4,7,1929,PConc,2,2008,Normal,
162900,1.5Fin,5,7,1930,PConc,3,2008,Normal,
150000,1.5Fin,7,5,1939,BrkTil,4,2008,Normal,
123500,2Story,5,5,1923,BrkTil,4,2008,Normal,
129900,1.5Fin,7,5,1931,BrkTil,2,2008,Abnorml,
68500,1Story,4,6,1927,BrkTil,1,2008,Normal,
127000,1.5Fin,5,5,1948,CBlock,2,2008,Normal,
207000,1.5Fin,6,7,1923,BrkTil,4,2008,Normal,
162500,1.5Fin,6,4,1915,BrkTil,4,2008,Normal,
145000,1.5Fin,5,5,1940,CBlock,3,2008,Normal,
130000,1Story,6,7,1918,BrkTil,2,2008,Normal,
160000,2.5Unf,6,8,1910,PConc,5,2008,Normal,
161000,2Story,8,7,1925,PConc,3,2008,Normal,
127500,1.5Fin,6,8,1910,BrkTil,3,2008,Normal,
93850,1Story,6,6,1930,BrkTil,1,2008,Normal,
136000,2Story,6,6,1952,CBlock,4,2008,Abnorml,
141000,1.5Fin,6,6,1938,BrkTil,4,2008,Normal,
120000,1.5Fin,5,6,1915,BrkTil,2,2008,Normal,
127500,1Story,6,7,1925,CBlock,2,2008,Normal,
127000,1.5Fin,6,6,1925,PConc,3,2008,Family,
89500,1.5Fin,6,7,1920,CBlock,3,2008,Normal,
125000,1Story,5,7,1955,CBlock,2,2008,Normal,
79900,1.5Fin,6,7,1920,BrkTil,4,2008,Abnorml,
85000,1Story,5,8,1912,BrkTil,1,2008,Family,
82375,2Story,3,3,1915,PConc,3,2008,Normal,
135000,1.5Fin,6,7,1906,CBlock,3,2008,Normal,
134000,1Story,5,5,1968,CBlock,3,2008,Normal,
134432,1.5Fin,4,4,1959,CBlock,4,2008,Normal,
127500,1.5Fin,5,7,1940,BrkTil,4,2008,Normal,
148000,SFoyer,5,6,1963,CBlock,3,2008,Abnorml,
157500,SLvl,6,5,1978,CBlock,3,2008,Normal,
109900,1Story,5,7,1966,PConc,3,2008,Abnorml,
145000,1Story,5,7,1967,CBlock,3,2008,Normal,
130000,1Story,5,7,1967,CBlock,3,2008,Normal,
153000,SFoyer,6,8,1978,CBlock,3,2008,Normal,
120000,1Story,5,5,1967,CBlock,3,2008,Normal,
152000,SFoyer,5,5,1984,PConc,2,2008,Normal,
108959,SFoyer,4,4,1969,CBlock,0,2008,Alloca,
95541,1Story,5,4,1920,PConc,3,2008,Alloca,
80000,1Story,5,3,1959,CBlock,3,2008,Normal,
149350,1Story,5,6,1966,CBlock,3,2008,Normal,
144900,1Story,5,8,1963,CBlock,3,2008,Normal,
185000,1Story,6,8,1956,CBlock,1,2008,Normal,
165000,1Story,5,5,1954,PConc,3,2008,Normal,
235000,1Story,6,7,1960,CBlock,1,2008,Normal,
140000,SLvl,5,6,1958,CBlock,3,2008,Normal,
108000,1Story,5,8,1940,PConc,2,2008,Normal,
145000,1Story,5,3,1960,CBlock,3,2008,Abnorml,
152400,1.5Fin,5,7,1941,BrkTil,2,2008,Normal,
144000,SLvl,5,8,1970,PConc,3,2008,Normal,
173000,1Story,6,5,1996,PConc,2,2008,Normal,
241500,1Story,7,7,1954,CBlock,2,2008,Normal,
256000,1Story,4,6,1954,CBlock,2,2008,Normal,
177000,SLvl,6,7,1959,CBlock,2,2008,Normal,
155000,1Story,6,5,1953,CBlock,3,2008,Normal,
240000,1.5Fin,6,8,1908,BrkTil,5,2008,Normal,
260000,1Story,5,7,1940,PConc,2,2008,Normal,
185000,1.5Fin,6,7,1918,BrkTil,4,2008,Normal,
235000,2Story,6,7,1935,CBlock,4,2008,Normal,
159900,1Story,5,6,1956,CBlock,3,2008,Normal,
134500,2Story,6,8,1962,CBlock,3,2008,Normal,
119000,1.5Fin,5,8,1900,BrkTil,4,2008,Normal,
107500,2Story,5,7,1910,CBlock,3,2008,Normal,
125000,1Story,5,5,1950,CBlock,3,2008,Normal,
79000,1.5Fin,6,5,1924,BrkTil,2,2008,Normal,
95000,1.5Fin,5,6,1941,CBlock,3,2008,Normal,
225000,2Story,7,5,1993,PConc,4,2008,Normal,
177439,2Story,7,5,2007,PConc,3,2008,Partial,
248500,1Story,8,5,2007,PConc,3,2008,Normal,
475000,1Story,9,5,2008,PConc,3,2008,Abnorml,
395039,1Story,9,5,2008,PConc,3,2008,Partial,
228000,2Story,7,5,1993,PConc,3,2008,Normal,
225000,SLvl,8,5,1995,PConc,3,2008,Normal,
195000,1Story,6,6,1966,CBlock,2,2008,Normal,
155000,1Story,5,7,1994,PConc,3,2008,Normal,
145000,1Story,5,5,1994,PConc,3,2008,Normal,
226001,1Story,7,5,1997,PConc,3,2008,Normal,
215700,2Story,6,5,1997,PConc,3,2008,Normal,
207500,2Story,7,5,2000,PConc,3,2008,Normal,
193000,2Story,7,5,1999,PConc,3,2008,Abnorml,
188000,2Story,7,5,1998,PConc,3,2008,Normal,
191000,1Story,7,5,1999,PConc,3,2008,Normal,
221000,1Story,7,5,2002,PConc,3,2008,Normal,
235000,2Story,7,5,2000,PConc,3,2008,Normal,
130250,1Story,5,6,1975,CBlock,3,2008,Normal,
149900,SLvl,5,8,1977,CBlock,3,2008,Normal,
158000,1Story,5,6,1978,CBlock,3,2008,Normal,
147000,SLvl,6,6,1978,CBlock,3,2008,Normal,
163000,1Story,5,6,1975,CBlock,2,2008,Normal,
127000,1Story,5,7,1972,CBlock,3,2008,Normal,
230000,1Story,8,5,2002,PConc,3,2008,Normal,
237000,2Story,8,5,2002,PConc,3,2008,Normal,
235000,2Story,7,5,2000,PConc,3,2008,Normal,
230500,2Story,7,5,2001,PConc,3,2008,Normal,
222500,2Story,7,5,1998,PConc,3,2008,Normal,
274000,2Story,9,5,2001,PConc,3,2008,Normal,
300000,1Story,8,5,2002,PConc,3,2008,Normal,
224900,2Story,7,5,2003,PConc,3,2008,Normal,
240000,2Story,7,5,2003,PConc,4,2008,Normal,
183000,2Story,7,5,2003,PConc,3,2008,Normal,
207000,2Story,8,5,1999,PConc,3,2008,Normal,
210000,2Story,7,5,1994,PConc,4,2008,Normal,
145000,1Story,6,5,2004,PConc,1,2008,Normal,
208900,1Story,6,5,1997,PConc,3,2008,Normal,
185000,SFoyer,6,5,1997,PConc,2,2008,Abnorml,
214000,1Story,7,5,2002,PConc,3,2008,Normal,
208500,2Story,7,5,2003,PConc,3,2008,Normal,
186500,1Story,7,5,2004,PConc,3,2008,Normal,
210000,1Story,7,5,2004,PConc,3,2008,Normal,
179900,1Story,8,5,2007,PConc,3,2008,Normal,
218836,1Story,7,6,2007,PConc,3,2008,Normal,
193000,1Story,7,5,2007,PConc,3,2008,Normal,
141000,1Story,6,5,2004,PConc,1,2008,Normal,
149000,1Story,6,5,2004,PConc,1,2008,Normal,
85000,1Story,5,7,1910,CBlock,2,2008,Normal,
145900,1.5Fin,5,7,1900,CBlock,4,2008,Normal,
123000,1Story,5,5,1966,CBlock,3,2008,Abnorml,
147500,1Story,5,6,1965,CBlock,3,2008,Normal,
135000,1Story,6,6,1976,CBlock,3,2008,Normal,
108000,1Story,5,6,1940,CBlock,3,2008,Normal,
137500,SFoyer,4,5,1972,CBlock,3,2008,Normal,
165400,2Story,7,5,2003,PConc,3,2008,Normal,
147000,SLvl,6,6,1977,CBlock,3,2008,Normal,
160500,2Story,6,7,1976,CBlock,3,2008,Normal,
284700,1Story,5,7,1959,Slab,5,2008,Normal,
160000,2Story,10,5,2008,PConc,3,2008,Partial,
82000,1Story,4,5,1955,PConc,2,2008,AdjLand,
82500,1Story,4,5,1955,Slab,2,2008,Normal,
120000,1.5Fin,5,7,1938,PConc,2,2008,Family,
130500,1.5Fin,5,6,1946,CBlock,3,2008,Normal,
135000,1.5Fin,4,6,1954,PConc,4,2008,Normal,
135500,1.5Fin,5,7,1955,PConc,3,2008,Normal,
100000,SLvl,4,6,1954,CBlock,3,2008,Abnorml,
108000,1.5Fin,4,7,1923,PConc,3,2008,Normal,
98000,1Story,5,6,1925,CBlock,2,2008,Normal,
135900,2Story,5,6,1912,PConc,6,2008,Normal,
140000,2Story,6,8,1925,BrkTil,4,2008,Normal,
136500,1.5Fin,6,5,1925,PConc,4,2008,Normal,
168000,1Story,7,8,1921,BrkTil,2,2008,Normal,
130000,2Story,5,6,1911,PConc,4,2008,Abnorml,
189000,2Story,5,6,1921,BrkTil,4,2008,Normal,
161900,2.5Unf,6,7,1930,BrkTil,4,2008,Abnorml,
145000,2Story,6,6,1926,BrkTil,2,2008,Normal,
191000,2.5Fin,6,7,1922,BrkTil,3,2008,Normal,
177000,2Story,6,7,1915,BrkTil,4,2008,Normal,
147500,1.5Fin,6,6,1914,BrkTil,3,2008,Normal,
91000,1Story,6,5,1930,BrkTil,2,2008,Normal,
231000,2Story,8,9,1925,PConc,3,2008,Normal,
115000,1.5Fin,6,5,1936,BrkTil,3,2008,Normal,
138000,2Story,6,3,1923,BrkTil,4,2008,Normal,
149000,2Story,7,6,1931,BrkTil,3,2008,Normal,
188700,2Story,6,7,1934,CBlock,3,2008,Normal,
198000,1.5Fin,5,6,1937,CBlock,4,2008,Normal,
104000,1Story,6,5,1951,PConc,2,2008,Normal,
257076,2Story,8,6,1935,PConc,4,2008,Alloca,
381000,1.5Fin,8,9,1935,CBlock,4,2008,Normal,
311500,1.5Fin,7,9,1939,CBlock,3,2008,Normal,
263400,1.5Fin,7,9,1950,CBlock,3,2008,Normal,
236500,1Story,5,5,1956,PConc,3,2008,Normal,
224000,1Story,6,7,1954,CBlock,3,2008,Normal,
151000,2Story,6,6,1980,CBlock,3,2008,Normal,
126000,1Story,6,8,1926,BrkTil,2,2008,Normal,
120000,1.5Fin,6,8,1940,CBlock,3,2008,Normal,
55000,1Story,4,4,1922,BrkTil,2,2008,Normal,
120500,1Story,6,8,1930,BrkTil,2,2008,Normal,
120500,1Story,5,6,1940,CBlock,2,2008,Normal,
119000,1.5Fin,5,7,1930,CBlock,4,2008,Normal,
126000,SLvl,5,5,1967,CBlock,3,2008,Normal,
99500,1Story,5,7,1930,BrkTil,2,2008,Normal,
13100,1Story,1,5,1952,Slab,2,2008,Abnorml,
89000,2Story,4,7,1895,Stone,2,2008,Normal,
40000,2Story,4,4,1920,BrkTil,3,2008,Normal,
80900,1.5Fin,4,7,1910,PConc,2,2008,Normal,
65000,2Story,4,6,1920,Stone,3,2008,Normal,
294464,1Story,8,5,2007,PConc,2,2008,Partial,
250000,1Story,7,5,2004,PConc,2,2008,Normal,
275000,1Story,8,5,2004,PConc,2,2008,Normal,
300000,1Story,7,5,1996,PConc,3,2008,Normal,
271000,1Story,8,5,2002,PConc,3,2008,Normal,
213000,2Story,7,5,1996,PConc,3,2008,Normal,
100000,2Story,5,4,1976,CBlock,4,2008,Abnorml,
228500,1Story,4,5,1991,PConc,3,2008,Normal,
228950,1.5Fin,5,6,1965,CBlock,3,2008,Normal,
241500,1Story,7,6,1986,CBlock,2,2008,Normal,
287000,1Story,8,6,1976,CBlock,2,2008,Abnorml,
294000,1Story,8,5,2006,PConc,3,2008,Normal,
293077,1Story,8,5,2007,PConc,3,2008,Partial,
264966,2Story,8,5,2007,PConc,3,2008,Partial,
172500,SLvl,5,5,2006,PConc,3,2008,Normal,
218689,2Story,7,5,2008,PConc,3,2008,Partial,
150000,1Story,6,5,1989,CBlock,3,2008,Normal,
184000,1Story,6,5,1986,CBlock,3,2008,Normal,
180000,1Story,6,5,1986,CBlock,3,2008,Normal,
175000,SLvl,6,5,1988,CBlock,3,2008,Abnorml,
232500,1Story,8,5,2003,PConc,3,2008,Normal,
195000,1Story,6,5,1999,PConc,3,2008,Normal,
305000,2Story,8,5,2003,PConc,4,2008,Normal,
298751,1Story,8,5,2007,PConc,3,2008,Normal,
370000,1Story,8,5,2005,PConc,3,2008,Normal,
209200,SFoyer,7,5,1997,PConc,2,2008,Alloca,
206300,SFoyer,7,5,1997,PConc,2,2008,Alloca,
146000,1Story,5,5,2007,PConc,2,2008,Abnorml,
160500,1Story,6,5,1997,PConc,2,2008,Normal,
173000,SFoyer,4,5,1964,CBlock,3,2008,Normal,
124000,1Story,5,6,1975,PConc,3,2008,Normal,
115000,2Story,5,6,1976,PConc,3,2008,Normal,
129500,2Story,5,7,1976,PConc,4,2008,Normal,
94900,SLvl,4,6,1973,CBlock,1,2008,Normal,
152500,1Story,5,6,1968,CBlock,3,2008,Normal,
81000,SFoyer,4,7,1972,CBlock,1,2008,Normal,
128500,1Story,5,7,1983,CBlock,2,2008,Normal,
119500,1Story,5,5,1984,CBlock,3,2008,Normal,
130500,1Story,5,9,1982,CBlock,3,2008,Normal,
138000,1Story,5,8,1982,PConc,2,2008,Normal,
134500,1Story,5,6,1982,CBlock,3,2008,Normal,
160000,1.5Fin,6,7,1940,CBlock,4,2008,Normal,
167300,1Story,6,6,1971,CBlock,3,2007,Normal,
167000,1Story,7,5,1970,CBlock,2,2007,Normal,
244000,1Story,7,6,1973,CBlock,3,2007,Normal,
268000,1Story,8,6,1970,PConc,4,2007,Normal,
225000,2Story,7,5,2003,PConc,3,2007,Family,
177000,2Story,6,6,1997,PConc,3,2007,Normal,
161500,SLvl,6,5,1997,PConc,3,2007,Normal,
251000,1Story,8,5,2000,PConc,2,2007,Normal,
180000,2Story,6,5,1999,PConc,3,2007,Abnorml,
178750,2Story,7,5,1996,PConc,3,2007,Normal,
176000,1Story,7,5,1995,PConc,3,2007,Normal,
204000,2Story,6,5,1999,PConc,5,2007,Normal,
160000,1Story,7,5,1992,PConc,3,2007,Normal,
160000,SLvl,7,5,1991,PConc,3,2007,Normal,
163900,SLvl,7,5,1992,PConc,3,2007,Normal,
168000,2Story,6,5,1993,PConc,3,2007,Normal,
154204,1Story,6,6,1964,CBlock,3,2007,Alloca,
170000,1Story,8,5,1986,CBlock,2,2007,Normal,
182000,1Story,8,5,1988,CBlock,2,2007,Normal,
212000,1Story,8,5,1990,PConc,1,2007,Normal,
377426,1Story,9,5,2005,PConc,3,2007,Normal,
349265,2Story,8,5,2005,PConc,4,2007,Normal,
591587,1Story,9,5,2006,PConc,4,2007,Partial,
155000,1Story,5,5,1969,CBlock,3,2007,Normal,
319900,1Story,9,5,2006,PConc,2,2007,Normal,
392000,1Story,8,6,2007,PConc,2,2007,Partial,
441929,1Story,8,5,2006,PConc,1,2007,Normal,
455000,1Story,10,5,2006,PConc,3,2007,Partial,
182900,1Story,6,7,1981,CBlock,3,2007,Normal,
174000,1Story,6,5,1984,CBlock,3,2007,Abnorml,
178000,SLvl,6,7,1984,CBlock,3,2007,Abnorml,
176000,2Story,7,7,1981,CBlock,3,2007,Normal,
213000,1Story,7,6,1978,CBlock,3,2007,Normal,
192000,2Story,7,5,1979,CBlock,4,2007,Normal,
190000,2Story,7,6,1977,CBlock,3,2007,Normal,
195000,2Story,6,6,1976,CBlock,4,2007,Normal,
148000,SLvl,6,6,1978,CBlock,3,2007,Normal,
151500,1Story,6,6,1984,CBlock,3,2007,Normal,
197000,SLvl,7,6,1979,CBlock,3,2007,Normal,
192350,1Story,6,5,1979,CBlock,2,2007,Normal,
152000,2Story,5,5,1969,CBlock,4,2007,Normal,
170000,1Story,6,5,1971,CBlock,2,2007,Normal,
175000,1Story,5,6,1971,CBlock,3,2007,Normal,
175000,2Story,6,6,1968,CBlock,3,2007,Normal,
197900,2Story,7,7,1976,CBlock,3,2007,Normal,
174000,SLvl,7,6,1976,CBlock,3,2007,Normal,
178900,2Story,6,6,1974,CBlock,4,2007,Normal,
143250,1Story,6,5,1971,CBlock,3,2007,Normal,
184000,2Story,7,9,1972,CBlock,4,2007,Normal,
155000,1Story,5,6,1970,CBlock,3,2007,Normal,
133000,1Story,5,5,1970,CBlock,3,2007,Normal,
119500,1Story,5,5,1971,CBlock,3,2007,Normal,
123000,1Story,4,5,1971,CBlock,3,2007,Normal,
128000,1Story,4,7,1961,BrkTil,2,2007,Normal,
133000,SFoyer,7,5,1998,PConc,1,2007,Normal,
155000,1Story,6,5,2001,PConc,2,2007,Normal,
177000,1Story,6,5,1997,PConc,2,2007,Normal,
113500,2Story,6,6,1973,CBlock,3,2007,Normal,
113000,2Story,6,5,1973,CBlock,3,2007,Normal,
113700,2Story,6,5,1973,CBlock,4,2007,Normal,
106000,2Story,5,5,1970,CBlock,3,2007,Normal,
122500,2Story,5,5,1971,CBlock,2,2007,Normal,
128000,1Story,6,5,1976,CBlock,2,2007,Normal,
155000,2Story,6,6,1976,CBlock,3,2007,Normal,
356000,1Story,9,5,2006,PConc,3,2007,Partial,
314813,1Story,9,5,2007,PConc,3,2007,Partial,
318000,1Story,8,5,2007,PConc,3,2007,Partial,
322400,1Story,8,5,2006,PConc,3,2007,Partial,
345474,1Story,8,5,2007,PConc,2,2007,Partial,
415298,1Story,9,5,2006,PConc,3,2007,Partial,
492000,2Story,9,5,2007,PConc,3,2007,Partial,
338931,2Story,8,5,2006,PConc,4,2007,Partial,
450000,1Story,10,5,2005,PConc,2,2007,Normal,
280000,2Story,7,5,2006,PConc,3,2007,Partial,
479069,1Story,9,5,2007,PConc,3,2007,Partial,
395000,1Story,8,5,2006,PConc,3,2007,Partial,
250000,1Story,8,5,2006,PConc,3,2007,Normal,
440000,1Story,8,5,2006,PConc,2,2007,Partial,
500067,1Story,10,5,2007,PConc,2,2007,Partial,
260116,2Story,8,5,2007,PConc,3,2007,Partial,
317000,2Story,8,5,2004,PConc,4,2007,Normal,
319500,2Story,8,5,2007,PConc,3,2007,Partial,
325624,2Story,8,5,2007,PConc,3,2007,Partial,
372000,1Story,9,5,2006,PConc,3,2007,Normal,
342000,2Story,8,5,2004,PConc,5,2007,Normal,
354000,2Story,8,5,2004,PConc,4,2007,Normal,
350000,2Story,8,5,2003,PConc,3,2007,Normal,
285000,2Story,8,5,2003,PConc,4,2007,Normal,
245700,1Story,7,5,2005,PConc,3,2007,Normal,
232698,1Story,8,5,2005,PConc,3,2007,Normal,
194700,1Story,6,5,2005,PConc,2,2007,Normal,
204000,1Story,6,5,2005,PConc,1,2007,Partial,
200000,1Story,6,5,2005,PConc,1,2007,Normal,
207000,1Story,6,5,2005,PConc,2,2007,Normal,
209500,1Story,8,5,2006,PConc,2,2007,Normal,
209500,1Story,8,5,2006,PConc,2,2007,Normal,
202500,1Story,8,5,2006,PConc,2,2007,Normal,
277500,1Story,9,5,2005,PConc,2,2007,Normal,
318061,1Story,9,5,2007,PConc,2,2007,Partial,
200000,1Story,7,5,2003,PConc,2,2007,Normal,
181755,2Story,6,5,2007,CBlock,3,2007,Partial,
176000,2Story,6,5,2005,PConc,3,2007,Normal,
178900,2Story,6,5,2005,PConc,3,2007,Partial,
168165,2Story,7,5,2006,PConc,3,2007,Partial,
171925,2Story,6,5,2006,PConc,3,2007,Partial,
198444,2Story,6,5,2006,PConc,3,2007,Partial,
203000,1Story,6,5,2005,PConc,3,2007,Normal,
179540,2Story,7,5,2007,PConc,3,2007,Partial,
176485,1Story,7,5,2007,PConc,3,2007,Partial,
181134,1Story,7,5,2007,PConc,3,2007,Partial,
156932,2Story,6,5,2006,PConc,3,2007,Partial,
166000,2Story,6,5,2007,PConc,3,2007,Partial,
173500,1Story,7,6,2007,PConc,3,2007,Partial,
172500,1Story,7,5,2006,PConc,2,2007,Partial,
226500,1Story,8,5,2003,PConc,2,2007,Normal,
188500,SLvl,7,5,2004,PConc,2,2007,Normal,
175000,SLvl,7,5,2004,PConc,3,2007,Family,
215000,2Story,7,5,2004,PConc,4,2007,Normal,
206580,1Story,7,5,2006,PConc,3,2007,Partial,
183500,2Story,7,5,2004,PConc,3,2007,Normal,
211000,2Story,7,5,2003,PConc,4,2007,Normal,
181000,2Story,6,5,2000,PConc,3,2007,Abnorml,
219500,2Story,7,5,2002,PConc,4,2007,Normal,
175000,2Story,6,5,1999,PConc,3,2007,Normal,
170000,SLvl,7,5,2000,PConc,3,2007,Normal,
162000,2Story,7,5,2003,PConc,3,2007,Normal,
745000,2Story,10,5,1996,PConc,4,2007,Abnorml,
384500,2Story,8,5,1997,PConc,4,2007,Normal,
248000,2Story,8,5,2000,PConc,4,2007,Normal,
466500,1Story,10,5,2001,PConc,2,2007,Normal,
322500,2Story,8,5,1998,PConc,4,2007,Normal,
755000,2Story,10,6,1994,PConc,4,2007,Normal,
